Date,Time,Transaction,Item
2016-11-02,16:54:35,333,Pick and Mix Bowls
2016-11-02,16:54:35,333,Mineral water
2016-11-02,17:01:56,334,Coffee
2016-11-02,17:01:56,334,Alfajores
2016-11-02,17:41:01,335,Fudge
2016-11-02,18:08:40,336,Mighty Protein
2016-11-02,18:08:40,336,Juice
2016-11-02,18:13:04,337,Coffee
2016-11-02,18:13:04,337,Mineral water
2016-11-02,18:13:04,337,Alfajores
2016-11-02,18:19:43,338,Mighty Protein
2016-11-02,18:19:43,338,Coffee
2016-11-02,18:40:02,339,Alfajores
2016-11-03,07:46:50,340,Coffee
2016-11-03,07:46:50,340,Bread
2016-11-03,07:50:50,341,Medialuna
2016-11-03,07:50:50,341,Medialuna
2016-11-03,08:01:08,342,Medialuna
2016-11-03,08:01:08,342,Bread
2016-11-03,08:07:16,343,Farm House
2016-11-03,08:08:26,344,Coffee
2016-11-03,08:08:26,344,Pastry
2016-11-03,08:09:59,345,Farm House
2016-11-03,08:15:21,346,NONE
2016-11-03,08:15:21,346,Coffee
2016-11-03,08:15:21,346,Coffee
2016-11-03,08:15:21,346,Pastry
2016-11-03,08:15:21,346,Pastry
2016-11-03,08:15:21,346,Coffee
2016-11-03,08:40:43,347,Medialuna
2016-11-03,08:49:23,348,Bread
2016-11-03,08:49:23,348,NONE
2016-11-03,08:49:23,348,Tea
2016-11-03,08:49:23,348,Sandwich
2016-11-03,08:54:40,349,Bread
2016-11-03,09:00:24,350,Jam
2016-11-03,09:00:24,350,Coffee
2016-11-03,09:00:24,350,Farm House
2016-11-03,09:02:32,351,Focaccia
2016-11-03,09:06:17,352,Bread
2016-11-03,09:08:32,353,Tartine
2016-11-03,09:08:32,353,Pastry
2016-11-03,09:08:32,353,Bread
2016-11-03,09:08:32,353,My-5 Fruit Shoot
2016-11-03,09:13:37,354,Farm House
2016-11-03,09:13:37,354,Pastry
2016-11-03,09:19:54,355,Bread
2016-11-03,09:19:54,355,Pastry
2016-11-03,09:24:38,356,Pastry
2016-11-03,09:24:38,356,Bread
2016-11-03,09:31:19,357,Jam
2016-11-03,09:31:19,357,Coffee
2016-11-03,09:34:00,358,Farm House
2016-11-03,09:34:56,359,Bread
2016-11-03,09:34:56,359,Pastry
2016-11-03,09:44:36,360,Coffee
2016-11-03,09:44:36,360,Tea
2016-11-03,09:44:36,360,Bread
2016-11-03,09:45:20,361,Jam
2016-11-03,09:57:55,363,Pastry
2016-11-03,09:57:55,363,Medialuna
2016-11-03,09:57:55,363,Medialuna
2016-11-03,09:59:18,364,Coffee
2016-11-03,10:01:12,365,Tea
2016-11-03,10:04:37,366,Bread
2016-11-03,10:10:26,367,Bread
2016-11-03,10:10:26,367,Pastry
2016-11-03,10:13:05,368,Pastry
2016-11-03,10:26:03,369,Farm House
2016-11-03,10:27:05,370,Tea
2016-11-03,10:39:12,371,Coffee
2016-11-03,10:39:12,371,Brownie
2016-11-03,10:39:12,371,Alfajores
2016-11-03,10:39:12,371,Fudge
2016-11-03,10:48:46,372,Bread
2016-11-03,10:48:46,372,Fudge
2016-11-03,10:48:46,372,Cookies
2016-11-03,11:03:49,373,Coffee
2016-11-03,11:05:44,374,Bread
2016-11-03,11:15:14,375,Coffee
2016-11-03,11:15:14,375,Coffee
2016-11-03,11:15:14,375,Jam
2016-11-03,11:15:14,375,Pastry
2016-11-03,11:20:31,376,Soup
2016-11-03,11:20:31,376,Coffee
2016-11-03,11:23:16,377,Smoothies
2016-11-03,11:23:16,377,Soup
2016-11-03,11:23:16,377,Hearty & Seasonal
2016-11-03,11:23:16,377,Pastry
2016-11-03,11:31:01,378,Pastry
2016-11-03,11:31:01,378,Bread
2016-11-03,11:47:18,379,Pastry
2016-11-03,11:47:18,379,Medialuna
2016-11-03,11:51:52,380,NONE
2016-11-03,11:51:52,380,Tea
2016-11-03,11:51:52,380,Coffee
2016-11-03,11:53:09,381,Bread
2016-11-03,11:53:09,381,Cookies
2016-11-03,12:01:18,382,Coffee
2016-11-03,12:01:18,382,Coffee
2016-11-03,12:01:18,382,Bread
2016-11-03,12:01:18,382,Hearty & Seasonal
2016-11-03,12:01:18,382,Pick and Mix Bowls
2016-11-03,12:01:18,382,Sandwich
2016-11-03,12:01:18,382,Focaccia
2016-11-03,12:02:49,383,Coffee
2016-11-03,12:05:25,384,Coffee
2016-11-03,12:05:25,384,Sandwich
2016-11-03,12:05:25,384,Brownie
2016-11-03,12:07:24,385,Brownie
2016-11-03,12:07:24,385,Cookies
2016-11-03,12:12:03,386,Coffee
2016-11-03,12:16:15,387,Coffee
2016-11-03,12:16:15,387,NONE
2016-11-03,12:23:47,388,Sandwich
2016-11-03,12:23:47,388,NONE
2016-11-03,12:23:47,388,Bread
2016-11-03,12:23:47,388,Coffee
2016-11-03,12:37:58,389,Coffee
2016-11-03,12:37:58,389,Hot chocolate
2016-11-03,12:47:09,390,Tea
2016-11-03,12:47:09,390,NONE
2016-11-03,13:02:37,391,Sandwich
2016-11-03,13:02:37,391,Coffee
2016-11-03,13:02:37,391,Brownie
2016-11-03,13:19:57,392,Brownie
2016-11-03,13:19:57,392,Pastry
2016-11-03,13:19:57,392,Focaccia
2016-11-03,13:19:57,392,Farm House
2016-11-03,13:30:57,393,Cake
2016-11-03,13:30:57,393,Focaccia
2016-11-03,13:35:48,394,Soup
2016-11-03,13:35:48,394,Hearty & Seasonal
2016-11-03,13:35:48,394,Mineral water
2016-11-03,13:36:09,395,Hearty & Seasonal
2016-11-03,13:37:53,396,Hearty & Seasonal
2016-11-03,13:41:42,397,Coffee
2016-11-03,13:41:42,397,Coffee
2016-11-03,13:41:42,397,Pastry
2016-11-03,14:00:26,398,Coffee
2016-11-03,14:03:07,399,Tea
2016-11-03,14:03:07,399,Cake
2016-11-03,14:09:44,400,Coffee
2016-11-03,14:09:44,400,Soup
2016-11-03,14:14:56,401,Bread
2016-11-03,14:14:56,401,Focaccia
2016-11-03,14:14:56,401,Fudge
2016-11-03,14:16:50,402,Hot chocolate
2016-11-03,14:16:50,402,Coffee
2016-11-03,14:16:50,402,Alfajores
2016-11-03,14:26:27,403,Brownie
2016-11-03,14:26:27,403,Pastry
2016-11-03,14:26:27,403,Cake
2016-11-03,14:40:15,404,Medialuna
2016-11-03,14:40:15,404,Alfajores
2016-11-03,14:40:15,404,Dulce de Leche
2016-11-03,14:41:13,405,Dulce de Leche
2016-11-03,14:41:13,405,Alfajores
2016-11-03,14:48:35,406,Bread
2016-11-03,14:48:35,406,Cake
2016-11-03,14:51:45,407,Cake
2016-11-03,14:51:45,407,Coffee
2016-11-03,15:00:24,408,Bread
2016-11-03,15:01:52,409,Sandwich
2016-11-03,15:06:48,410,Bread
2016-11-03,15:06:48,410,Coffee
2016-11-03,15:06:48,410,Alfajores
2016-11-03,15:06:48,410,Medialuna
2016-11-03,15:19:41,411,Coffee
2016-11-03,15:23:33,412,Bread
2016-11-03,15:23:33,412,Alfajores
2016-11-03,15:27:03,413,Tea
2016-11-03,15:27:03,413,Coffee
2016-11-03,15:33:17,414,Bread
2016-11-03,15:33:40,415,Dulce de Leche
2016-11-03,15:40:11,416,Farm House
2016-11-03,15:41:18,417,Fudge
2016-11-03,15:42:41,418,Coffee
2016-11-03,15:55:46,419,Coffee
2016-11-03,15:55:46,419,Alfajores
2016-11-03,15:55:46,419,Juice
2016-11-03,15:55:46,419,Ella's Kitchen Pouches
2016-11-03,15:55:46,419,Brownie
2016-11-03,15:59:29,420,Alfajores
2016-11-03,16:06:19,421,Alfajores
2016-11-03,16:06:19,421,Brownie
2016-11-03,16:06:19,421,Cookies
2016-11-03,16:06:19,421,Bread
2016-11-03,16:06:19,421,Juice
2016-11-03,16:10:01,422,Cake
2016-11-03,16:10:01,422,Cookies
2016-11-03,16:17:24,423,Pick and Mix Bowls
2016-11-03,16:28:32,424,Coffee
2016-11-03,16:42:40,425,Farm House
2016-11-03,17:15:20,426,Tea
2016-11-03,17:25:09,427,Coffee
2016-11-03,17:29:00,428,Focaccia
2016-11-03,17:29:00,428,Farm House
2016-11-03,17:32:25,429,Dulce de Leche
2016-11-03,17:40:05,430,Juice
2016-11-03,17:40:05,430,My-5 Fruit Shoot
2016-11-03,17:40:05,430,Ella's Kitchen Pouches
2016-11-03,17:40:05,430,Cookies
2016-11-03,17:45:07,431,Bread
2016-11-03,18:07:31,432,Hot chocolate
2016-11-03,18:08:19,433,Coffee
2016-11-03,18:51:13,435,Coffee
2016-11-03,19:00:19,436,Coffee
2016-11-04,07:32:33,437,Medialuna
2016-11-04,08:34:28,438,Bread
2016-11-04,08:34:28,438,Tea
2016-11-04,08:34:28,438,Jam
2016-11-04,08:36:49,439,Farm House
2016-11-04,08:40:07,440,Bread
2016-11-04,08:45:42,441,Coffee
2016-11-04,08:45:42,441,NONE
2016-11-04,08:53:11,442,Medialuna
2016-11-04,08:53:11,442,Coffee
2016-11-04,09:02:15,443,Bread
2016-11-04,09:05:15,444,Medialuna
2016-11-04,09:05:15,444,Pastry
2016-11-04,09:05:15,444,Medialuna
2016-11-04,09:07:34,445,Coffee
2016-11-04,09:07:34,445,Coffee
2016-11-04,09:07:34,445,Jam
2016-11-04,09:08:17,446,Bread
2016-11-04,09:08:17,446,Coffee
2016-11-04,09:09:54,447,Coffee
2016-11-04,09:09:54,447,Coffee
2016-11-04,09:11:33,448,Bread
2016-11-04,09:13:17,449,Hot chocolate
2016-11-04,09:14:38,450,Bread
2016-11-04,09:14:38,450,Medialuna
2016-11-04,09:22:21,451,Bread
2016-11-04,09:22:21,451,Jam
2016-11-04,09:23:35,452,Jam
2016-11-04,09:23:35,452,Bread
2016-11-04,09:24:29,453,Coffee
2016-11-04,09:24:29,453,Bread
2016-11-04,09:29:16,454,Bread
2016-11-04,09:29:16,454,Farm House
2016-11-04,09:30:11,455,Bread
2016-11-04,09:30:11,455,Coffee
2016-11-04,09:30:11,455,Coffee
2016-11-04,09:38:45,456,Tea
2016-11-04,09:38:45,456,Pastry
2016-11-04,09:40:56,457,Coffee
2016-11-04,09:40:56,457,Coffee
2016-11-04,09:52:19,458,Bread
2016-11-04,09:55:18,459,Pastry
2016-11-04,09:55:18,459,Brownie
2016-11-04,10:01:40,460,Farm House
2016-11-04,10:01:57,461,Coffee
2016-11-04,10:10:37,462,Tea
2016-11-04,10:10:37,462,Coffee
2016-11-04,10:10:37,462,Honey
2016-11-04,10:10:37,462,Cookies
2016-11-04,10:14:10,463,Tea
2016-11-04,10:24:15,464,Bread
2016-11-04,10:25:24,465,Brownie
2016-11-04,10:35:23,466,Bread
2016-11-04,10:35:23,466,Coffee
2016-11-04,10:36:59,467,Bread
2016-11-04,10:41:46,468,Coffee
2016-11-04,10:48:39,469,Tea
2016-11-04,10:48:39,469,Tea
2016-11-04,10:51:01,470,Tea
2016-11-04,10:54:43,471,Coffee
2016-11-04,10:54:43,471,Coffee
2016-11-04,11:00:57,473,Bread
2016-11-04,11:00:57,473,Coffee
2016-11-04,11:06:54,474,Bread
2016-11-04,11:06:54,474,Bread
2016-11-04,11:10:13,475,Bread
2016-11-04,11:10:13,475,The BART
2016-11-04,11:12:22,476,Coffee
2016-11-04,11:12:22,476,NONE
2016-11-04,11:12:22,476,Brownie
2016-11-04,11:13:28,477,Coffee
2016-11-04,11:17:35,478,Coffee
2016-11-04,11:17:35,478,Brownie
2016-11-04,11:25:41,479,Mineral water
2016-11-04,11:25:41,479,Coffee
2016-11-04,11:25:41,479,Coffee
2016-11-04,11:25:41,479,Tartine
2016-11-04,11:25:41,479,NONE
2016-11-04,11:33:11,480,Brownie
2016-11-04,11:33:11,480,Coffee
2016-11-04,11:36:07,481,Brownie
2016-11-04,11:36:07,481,Juice
2016-11-04,11:42:12,482,Coffee
2016-11-04,11:42:12,482,Coffee
2016-11-04,11:42:12,482,Bread
2016-11-04,11:42:12,482,Tea
2016-11-04,11:42:12,482,Alfajores
2016-11-04,11:42:12,482,Medialuna
2016-11-04,11:42:12,482,Pastry
2016-11-04,11:42:12,482,Jam
2016-11-04,12:09:05,483,Bread
2016-11-04,12:13:14,484,Fudge
2016-11-04,12:13:14,484,Fudge
2016-11-04,12:17:15,485,Coffee
2016-11-04,12:17:15,485,Pick and Mix Bowls
2016-11-04,12:34:45,486,Pastry
